Latitude,Longitude,Location Count
39.97806861290322,-76.17813564516129,31
40.15605354347826,-75.13305223913044,46
40.612239125,-77.57477312500001,8
39.40220276470588,-74.544042,17
40.239998047619046,-76.84520971428572,21
39.90693982352941,-75.73429994117647,17
40.659186818181816,-76.145327,11
39.889951,-74.83906091666667,12
40.3495578,-74.1902942,5
40.18841936363636,-74.86047281818182,33
39.43129438888889,-75.679969,18
39.86989442857143,-77.665159,7
40.32644542424242,-75.88400981818182,33
41.22950342857143,-76.87047657142857,7
40.0944211875,-76.53906221875,32
40.73630488888889,-75.40512755555555,9
39.036499375,-74.881577,8
40.06986671875,-75.3384556875,32
39.86517921428572,-75.13287607142857,14
39.80483771428571,-77.04843542857142,14
40.31461921428571,-76.49965621428572,14
40.4586763,-74.9145442,10
40.21356879166667,-76.16082166666666,24
40.14201446153846,-76.30508151282051,39
40.320976321428574,-75.27042592857143,28
41.02916925,-76.22731375000001,4
39.93678472,-76.69916812,25
40.862448,-76.7621944,5
39.768898666666665,-74.24930233333333,3
39.503417375,-74.956235125,8
41.10539,-78.38756,1
40.249590714285716,-74.68128207142857,14
41.50974,-75.699714,1
40.225386666666665,-75.54191514285714,21
40.04104969047619,-76.33517421428571,84
39.644841944444444,-75.61498988888889,18
39.89547181818182,-75.37561636363637,11
39.993506363636364,-75.60126727272727,22
40.537061666666666,-74.53594666666666,3
40.419532,-77.1146335,4
