Latitude,Longitude,Location Count
44.9999434054054,-95.1275812972973,37
43.8823822745098,-93.17931990196078,51
43.377586055555554,-90.79958205555556,18
45.783845710526315,-95.5353327631579,38
46.11951795652174,-94.69819408695652,23
46.23266915,-96.5029828,20
44.927676886363635,-94.36634218181818,44
47.3019895,-93.1061231,10
43.308251875,-89.392058625,8
41.637833,-93.767222,1
48.4026282,-96.3120068,5
45.500494,-94.2369597118644,59
38.909502,-92.333628,1
46.64793683333333,-94.21933477777777,18
43.870116611111115,-91.39915416666666,18
44.74026368,-93.731002,25
44.39564229545454,-92.79090797727272,22
45.0781810625,-96.1877801875,16
44.150033,-94.24671245833333,24
46.97337458333333,-95.73884566666666,12
